,Unnamed: 0,Gender,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
303,303,Male,50.78,77.1,84.41,93.95,29.5,64.5,6.5,No,1,5.9,D
304,304,Female,53.22,47.78,67.29,85.29,99.2,85,10.9,No,8,5.2,D
305,305,Male,54.98,40.12,71.37,93.77,29.1,99.34,19.2,No,4,8.8,B
306,306,Female,70.95,95.89,86.34,56.97,21.7,91.26,27,Yes,9,4.2,B
307,307,Female,90.74,73.29,60.58,69.95,48.4,77.69,25.3,Yes,10,6.4,D
308,308,Female,94.41,95.62,73.44,64.16,32.3,54.26,22,No,10,5.8,D
309,309,Male,62.24,60.03,82.68,50.48,92.4,68.22,19.4,No,5,4.8,D
310,310,Male,78.72,59.67,76.97,64.23,44,54.32,20.8,Yes,6,7.6,F
311,311,Male,88.42,64.04,80.42,68.98,41,65.56,10.3,Yes,2,8.5,C
312,312,Male,64.44,82.36,77.31,54.61,62.6,62.94,19.9,No,3,5.2,D
313,313,Male,70.45,73.95,59.96,78.32,8.1,69.43,17.3,No,7,6.5,D
314,314,Male,76.2,95.52,70.51,69.16,75.7,91.86,14.6,No,7,6.9,B
315,315,Male,56.74,41.53,76.6,52.32,76.8,57.52,27.2,No,6,6,D
316,316,Male,51.3,82.49,89,85.2,47.4,65.3,25.7,No,4,8.6,C
317,317,Male,57.64,59.82,82.7,86.46,95.6,63.06,6.9,Yes,10,6.3,D
318,318,Female,81.34,50.81,71.33,91.72,57.9,64.81,29.6,Yes,4,8.9,C
319,319,Female,53.68,70.62,98.72,74.28,69.5,68.03,10.7,No,8,5.5,C
320,320,Male,59.48,70.3,55.39,98.43,92.4,62.22,10.4,No,9,4.4,D
321,321,Male,66.89,48.22,60.34,95.7,66.6,97.13,28.6,Yes,8,6.9,C
322,322,Male,53.89,52.11,67.07,77.57,43.2,71.01,16.1,No,8,8.1,D
323,323,Male,59.58,64.49,61.43,72.25,2.5,55.71,25.1,Yes,5,5.9,D
324,324,Female,95.56,64.53,81.27,50.15,72.8,73.38,12.2,No,2,4.9,D
325,325,Female,50.96,59.05,51.98,85.55,96.5,59.22,26.8,No,10,7.7,D
326,326,Male,82.67,48.91,58.87,78.25,47,60.81,25.8,Yes,2,5.4,F
327,327,Female,69.22,40.26,64.67,96.88,34,64.25,18,Yes,2,7.8,D
328,328,Female,83.63,98.21,84.17,79.71,51.9,56.24,22.6,No,6,5.3,C
329,329,Male,79.43,96.61,93.79,99.64,72.8,86.06,29.1,Yes,10,6.8,C
330,330,Male,61.17,69.02,89.92,92.69,0.1,89.6,16.3,Yes,5,8.4,C
331,331,Male,92.36,99.7,59.1,97.68,88.7,69.71,17.4,Yes,4,5,B
332,332,Male,74.6,80.42,78.27,66.38,88.6,84.45,23.1,No,4,8.1,C
333,333,Female,91.13,44.13,51.5,57.47,54.1,69.45,14.7,No,8,5.3,F
334,334,Male,70.3,47.06,65.53,89.84,12.2,58.2,29,Yes,10,7.3,D
335,335,Female,99.23,94.97,90.3,89.31,67.2,69.86,6,No,2,5.2,C
336,336,Male,88.52,77.8,72.83,60.57,13.8,77.85,15.1,Yes,5,4.6,C
337,337,Female,98.3,90.59,57.5,88.24,50.8,52.05,22.8,Yes,7,7.3,C
338,338,Male,75.72,93.9,71.93,79.1,9.4,82.72,15.7,Yes,7,7,C
339,339,Male,73.68,66.88,59.9,55.48,58.9,87.13,11.5,Yes,8,6,C
340,340,Female,87.77,42.91,69.66,75.09,31.8,93,15.3,Yes,3,4.2,D
341,341,Female,94.01,51.3,74.39,96.56,83.1,55.14,27,No,2,6.4,C
342,342,Female,98.21,43.99,67.48,75.32,80,50,18.7,No,8,4.7,F
343,343,Male,66.23,51.32,96.85,89.43,99.8,53.66,13.4,No,9,5.8,D
344,344,Female,89.94,64.63,78.13,51.45,25.8,96.21,21.8,No,1,6.9,B
345,345,Female,60.53,47.09,92.14,86.4,6.2,88.28,20.3,Yes,9,8.7,C
346,346,Female,77.28,50,88.04,97.34,44.3,91.77,19,No,8,6.6,B
347,347,Female,58.99,66.75,83.06,74.98,8.3,75.85,14.8,Yes,7,5,D
348,348,Female,67.37,60.41,74.84,66.89,17.8,76.34,6.8,Yes,8,8.7,D
349,349,Female,96.57,68.06,50.11,82.33,59.7,64.93,20.5,Yes,3,4.1,F
350,350,Female,57.3,65.75,80.67,95.81,59.2,92.14,15.5,No,2,7.2,B
351,351,Female,81.62,78.67,67.8,58.84,4.3,91.49,15.7,No,4,5.3,D
352,352,Female,79.65,96.23,55.89,70.18,44.3,69.61,10.9,Yes,7,7.8,D
353,353,Male,56.04,46.47,72.23,57.81,53,66.46,11.2,No,2,5.7,D
354,354,Male,66.3,45.96,86.78,74.83,26.8,86.92,24.7,No,7,6.1,C
355,355,Female,78.15,91.17,98.08,77.02,87.2,51.31,17,Yes,7,7.9,D
356,356,Male,59.36,70.38,68.71,97.21,16.1,93,7.7,No,10,8.5,B
357,357,Male,90.03,85.98,77.14,70.63,25.4,72.31,6.1,No,9,4.9,D
358,358,Female,98.61,52.93,92.56,78.35,15.7,72.07,10.6,No,3,5.5,D
359,359,Female,60.74,89.73,66.7,94.26,11.7,83.45,17.2,Yes,9,4,C
360,360,Female,59.35,95.43,57.11,66.07,87.9,82.29,20.4,Yes,7,8.3,B
361,361,Female,72.75,78.13,64.09,83.71,27.8,63.3,8.6,No,8,8.7,D
362,362,Female,87.39,46.35,94.96,87.86,72.3,97.16,15.8,No,3,5.4,C
363,363,Female,64.08,93.72,57.97,66.53,42.8,99.32,6.8,No,5,5.9,B
364,364,Male,50.99,87.55,66.46,58.22,63.6,76.3,5.9,No,7,6.1,D
365,365,Female,77.06,85.05,73.23,75.15,92.8,78.07,26.6,No,8,6,B
366,366,Male,97.83,42.2,92.36,67.84,84.5,77.72,21.5,No,6,6,D
367,367,Female,69.56,87.94,96.89,63.32,6.9,74.29,24.5,Yes,6,6.4,C
368,368,Female,71.01,48.28,71.29,98.67,84.5,97.26,9.5,No,5,4.8,C
369,369,Male,98.45,53.34,96.6,75.11,45.2,62.24,13.1,Yes,4,4.3,D
370,370,Female,84.73,74.63,58.07,92.82,35,55.4,16.1,No,7,7.6,D
371,371,Female,85.96,55.9,57.84,59.77,67.2,96.48,21.5,Yes,10,8.2,C
372,372,Male,78.14,79.68,97.46,96.97,95,60.65,18.4,Yes,5,8.1,C
373,373,Female,98.73,76.48,75.48,89.72,9.4,87.46,18.8,Yes,8,7.1,B
374,374,Male,84.44,46.49,59.3,90.43,76.8,60.19,8.9,No,1,8.8,D
375,375,Female,94.75,79.36,74.4,69.49,20.4,98.01,16.9,Yes,8,4,C
376,376,Female,84.97,95.44,89.16,74.28,38,89.56,25.6,Yes,5,5.6,B
377,377,Male,86.76,49.67,91.35,79.67,87.4,95.94,17.7,Yes,4,5.6,B
378,378,Female,64.52,75.82,93.2,89.49,54.6,97.55,10,Yes,6,5.7,C
379,379,Male,65.17,60.51,78.48,92.45,6.7,54.22,15.3,No,7,8,D
380,380,Male,89.15,67.58,93.35,53.9,50.8,71.67,23.9,Yes,3,5.8,D
381,381,Male,64.84,57.22,75.5,95.2,79,82.41,8.4,Yes,4,6.6,C
382,382,Female,78.14,61.25,80.35,96.87,52.9,90.12,19.5,Yes,7,7.1,B
383,383,Female,62.47,41.73,87.94,79.64,16.7,62.07,29.1,Yes,7,8.2,D
384,384,Male,90.85,98.89,71.27,59.34,44.5,95.73,14.5,Yes,3,7.1,C
385,385,Female,55.53,77.49,53.68,90.92,92.4,61.05,6.1,No,9,5.9,C
386,386,Female,91.47,70.04,67.51,77.43,65.8,93.31,20.8,Yes,3,7.5,B
387,387,Female,80.14,63.02,81.2,90.86,73,75.64,6.2,No,8,6.6,C
388,388,Male,59.35,72.36,59.62,90.74,78.6,75.77,9.8,No,8,6.6,C
389,389,Female,77.1,62.81,57.42,54.34,9.1,68.7,6.2,Yes,3,5.7,D
390,390,Male,64.12,61.59,64.65,80.35,58.2,55.18,9.3,No,7,4,D
391,391,Female,66.17,67.84,51.61,74.16,37.6,67.35,26.4,No,3,5.8,D
392,392,Female,67.58,56.56,87.17,97.31,13.9,71.34,23.4,Yes,2,5.5,D
393,393,Male,53.17,50.8,62.94,64.83,20.3,73.95,13.5,Yes,7,4.5,D
394,394,Female,99.3,73.4,56.21,60.3,78.1,86.95,27.4,Yes,8,5,C
395,395,Male,51.58,90.57,84.96,94.85,16.1,67.6,21.6,No,9,8.9,C
396,396,Female,83.12,49.17,92.15,57.44,31.2,70.33,16.2,Yes,1,5.4,D
397,397,Male,68.56,41.96,50.99,84.33,28.5,95.3,6.7,No,9,6.6,C
398,398,Female,82.3,54.81,61.68,65,4.9,87.63,23.3,Yes,2,6.7,D
399,399,Female,67.81,98.78,97.26,78.39,46.2,51.14,14.4,Yes,3,6.8,C
400,400,Female,83.69,89.73,69.26,80.81,76.6,90.6,12.6,No,8,4.2,C
401,401,Male,86.46,75.75,96.93,70.87,2.2,99.5,12.2,Yes,2,7.9,B
402,402,Male,84.53,95.75,63.71,98.75,11.3,96.99,5.2,No,7,7.7,C
403,403,Male,55.7,66.72,60.9,56.59,72,91.8,23.6,No,8,8.9,D
404,404,Female,82.84,99,60.71,69.57,59.4,81.46,8.6,Yes,10,4.9,C
405,405,Male,64,57.78,54.26,71.52,71.5,63.91,18,No,5,6.8,C
406,406,Male,51.44,54.42,94.82,81.55,23,82.72,5.4,Yes,3,8,C
407,407,Male,70.74,78.28,98.99,70.36,80.4,84.78,20.7,Yes,9,4.6,B
408,408,Male,71.68,62.69,97.73,54.85,48,64.08,14.2,Yes,8,7.9,D
409,409,Male,73.36,77.58,92.6,97.37,61,62.77,20.8,No,3,5.3,C
410,410,Male,85.24,58.3,92.34,70.8,9.2,69.85,7.2,No,8,5.4,D
411,411,Male,65.44,77.08,83.05,67.13,20.5,82.06,11.7,No,3,8.7,C
412,412,Male,65.76,56.54,91.31,72.34,77.3,64.65,7.8,Yes,6,5.6,C
413,413,Male,53.03,43.06,60.42,60.83,22.4,77.78,21.2,Yes,1,6.9,D
414,414,Male,84.34,94.73,69.4,55.01,9.3,94.96,7.7,Yes,4,6.2,B
415,415,Female,78.39,92.99,82.04,57.43,59.7,64.76,20.4,No,8,4.4,C
416,416,Female,67.47,98.25,93.74,58.33,54.8,98.3,8.4,No,6,8.8,B
417,417,Male,85.26,82.99,83.02,59.88,60.8,73.67,28.6,Yes,5,5.1,C
418,418,Female,76.87,80.96,91.95,71,61.8,55.05,15.4,Yes,6,5.3,D
419,419,Female,73.46,73.54,73.7,81.19,50,52.75,8.2,No,7,5.9,D
420,420,Male,75.57,47.56,85.87,81.44,49.4,66.93,6,No,1,6.5,D
421,421,Male,81.82,51.35,99,50,92.4,62.94,13.2,No,3,4.7,D
422,422,Male,83,57.37,57.67,96.05,53.4,92.19,27.3,No,1,7.1,C
423,423,Female,64.45,93.41,96.35,91.14,61.7,86.88,8.6,Yes,9,6.6,C
424,424,Male,57.04,50.38,76.12,98.2,26.7,94.23,24.8,No,4,5.5,C
425,425,Female,57.83,95.37,82.16,68,87.1,79.46,15.4,No,2,7.5,C
426,426,Male,81.97,71.37,93.89,83.24,2.4,71.77,25.1,Yes,5,6.6,C
427,427,Female,93.64,82.93,70.48,58.4,55.7,63.53,26.9,Yes,2,8.2,D
428,428,Female,70.47,46.61,70.93,90.85,38.4,79.16,29.9,Yes,7,8.3,D
429,429,Male,58.48,56.14,76.36,58.07,60.4,80.9,6.7,Yes,4,8.9,C
430,430,Male,87.83,97.51,50.96,66.3,36,69.65,24.9,No,5,4.3,C
431,431,Female,91.62,55.97,74.83,74.54,71.8,96.83,6.7,Yes,9,6,C
432,432,Female,94.03,57.79,64.55,79.73,2,82,12.9,No,2,6.5,D
433,433,Male,80.34,51.86,96.4,77.98,40.6,91.87,21.2,No,5,5.2,C
434,434,Male,93.04,47.74,54.39,55.1,83.1,81.02,16.2,No,4,8.6,C
435,435,Female,50.77,54,72.97,71.08,25,65.83,19.1,Yes,3,4.4,D
436,436,Male,55.36,78.54,97.37,96.15,5.3,86.83,29.2,Yes,1,6.1,B
437,437,Female,54.63,67.32,95.05,93.62,49.7,61.51,25.5,No,6,4.9,C
438,438,Male,85.63,73.23,85.07,79.54,97.7,79.83,14.1,No,7,7.4,B
439,439,Male,53.48,47.34,79.47,78.62,6.4,70.12,20,Yes,1,7.5,F
440,440,Male,74.82,88.13,64.04,55.58,7,57.49,6.2,Yes,6,8.4,D
441,441,Female,73.64,87.05,68.35,60.01,59.5,70.66,16.3,No,1,6,D
442,442,Male,65.54,41.3,54.51,62.63,25,65.51,20.2,Yes,6,7.9,D
443,443,Female,93.52,63.01,89.31,74.41,41,55.61,22.9,Yes,4,6.7,C
444,444,Male,58.52,44.13,66.19,86.57,83.1,91.19,27.5,No,6,8.1,B
445,445,Female,67.62,87.53,83.39,73.04,19.9,74.93,12.1,Yes,1,4.4,C
446,446,Female,88.71,84.24,67.88,56.3,71.9,67.32,27.6,No,1,6.3,C
447,447,Male,51.52,94.12,73.22,71.97,50.4,75.25,21.5,Yes,3,4.8,C
448,448,Female,83.65,54.18,77.75,58.13,90.5,87.73,6.9,No,6,8,C
449,449,Female,90.82,67.38,90.09,87.56,97.3,50.91,14.5,No,3,4.8,D
450,450,Female,96.61,51.07,60.56,58.33,48.5,77.34,16.9,Yes,7,4,D
451,451,Female,93.81,62.27,69.94,74.13,58.5,73.96,13.8,Yes,4,8.6,C
452,452,Male,65.97,71.33,56.5,84.67,74.6,94.65,7.9,Yes,9,6.4,C
453,453,Male,79.32,43.2,53.79,61.41,31.9,77.8,18.8,No,7,8.9,D
454,454,Male,53.86,82.89,80.23,53.8,22.7,56.87,8.3,Yes,4,6.3,C
455,455,Female,62.89,72.6,59.45,78.16,96.5,69.43,27.9,No,9,7,C
456,456,Female,54.71,89.74,52.99,52.71,43.3,81.05,26.6,No,5,7.7,D
457,457,Male,65.76,56.31,94.85,79.39,0.2,52.3,16.9,Yes,4,5.4,D
458,458,Male,93.76,94.2,76.72,87.67,83.8,94.23,6.7,No,2,4.7,B
459,459,Female,67.36,99.92,56.73,66.47,60,53.39,18.8,No,9,7.3,D
460,460,Male,78.09,95.16,52.67,74.42,16.9,51.53,19.8,No,10,6.6,D
461,461,Male,71.67,86.67,55.99,96.44,3,50.1,27.2,Yes,8,8.1,C
462,462,Female,72.95,88.74,73.57,73.56,29.1,84.19,6.7,Yes,6,4.2,D
463,463,Male,98.48,74.42,83.42,99.83,92.8,72.8,22.3,Yes,1,6.7,B
464,464,Female,64.81,51.41,82.06,57.85,93.3,55.14,19.1,Yes,8,4.9,D
465,465,Male,81.37,80.62,57.22,85.45,31.1,92.81,9.4,Yes,4,7.1,C
466,466,Female,71,82.77,81.67,82.63,83.6,60.14,8,Yes,1,7.8,C
467,467,Female,53.06,99.12,70.24,93.62,44.2,66.32,22.3,Yes,3,5.3,C
468,468,Female,74.47,72.48,73.24,54.62,65.4,58.89,13.5,Yes,6,6.4,D
469,469,Female,90.67,56.28,90.07,64.01,33.4,96.34,30,No,2,6.1,C
470,470,Female,54.94,81.02,66.62,56.61,51.6,87.9,27.4,No,8,7.8,B
471,471,Male,53.48,98.76,57.35,96.65,29.4,86.2,19.1,Yes,5,7,C
472,472,Male,57.68,50.63,93.67,71.33,6.1,52.2,21,No,5,4.6,D
473,473,Male,88.22,59.56,60.61,95.5,13.9,76.14,9,No,1,8.9,D
474,474,Female,86.2,72.51,64.7,64.72,29.1,78.77,27.4,Yes,9,8.6,D
475,475,Male,78.25,50.21,85.33,56.32,97.6,69.13,16.5,Yes,2,6.9,C
476,476,Female,73.41,41.33,84.18,64.83,96.6,66.09,18,Yes,9,7.9,C
477,477,Female,94.42,60.22,90.02,79.86,82.8,92.6,26.8,Yes,10,4.1,C
478,478,Male,88.33,91.92,59.19,92.26,23.3,51.15,5.2,Yes,10,5,C
479,479,Female,90.6,42.61,67.61,69.27,44.2,81.27,17.4,Yes,1,7.8,C
480,480,Male,90.66,65.74,56.29,95.74,44,69.71,20.7,Yes,10,4.5,D
481,481,Female,82.14,85.73,77.05,62.21,38.7,83.3,9,No,8,4.2,C
482,482,Female,72.9,97.19,64.63,84.68,4.5,59.9,6.7,Yes,3,7.1,D
483,483,Male,93.23,99.13,84.45,86.79,53.5,61.93,18.4,No,3,4.2,C
484,484,Female,96.3,65.32,50.02,63.7,7.3,79.34,18.7,No,7,4.9,F
485,485,Male,51.19,97.02,52.98,51.35,80.2,99,13.3,Yes,7,4.4,C
486,486,Female,52.58,42.13,71.63,68.26,69.1,98.73,27.1,Yes,7,6.7,C
487,487,Male,97.94,84.76,97.91,52.26,35.3,62.45,12.5,No,7,7.4,C
488,488,Female,63.86,78.56,94.54,95.04,64.7,55.12,17.9,Yes,3,4.9,C
489,489,Male,93.67,54.97,99.7,97.68,23.3,79.52,9.7,No,8,6.3,C
490,490,Male,69.44,70.44,70.84,86.77,26.5,71,5.3,No,1,4.1,C
491,491,Female,55.96,47.77,52.33,86.33,31.4,88.08,15.7,No,3,5.3,C
492,492,Male,54.02,92.3,65.3,62.04,79.7,76.4,18.2,No,8,4.9,C
493,493,Female,57.83,61.47,83.79,53.7,21.1,75.53,24.1,No,2,4.8,D
494,494,Female,62.49,77.56,56.76,90.11,56.3,82.32,16.2,Yes,7,5.1,C
495,495,Male,74.43,49.53,65,77.96,20,56.32,12,No,4,8,D
496,496,Male,85.07,52.37,52.81,84.08,28.5,83.86,20.1,No,6,8.7,C
497,497,Male,99.32,99.52,73.75,88.98,23.5,74.43,14.5,Yes,9,7.5,B
498,498,Male,72.08,85.19,60.45,70.47,64.5,91.01,10.8,No,8,4.4,C
499,499,Male,75.91,97.72,54.56,57.23,52.7,56.94,27.8,Yes,4,7.1,C
500,500,Female,76.09,57.75,70.56,89.75,72.1,65.04,18.4,Yes,7,7.7,D
501,501,Male,76.97,49.87,67.56,72.69,22,97.51,10,No,3,4.6,D
502,502,Female,75.89,70.18,76.88,91.35,0.9,77.65,21.8,Yes,9,5.5,C
503,503,Male,50.44,69.68,87.45,71.88,68.1,96.47,25.1,No,2,6.1,B
504,504,Male,50.09,50.5,55.63,60.85,11.5,84.45,24,No,6,5.6,D
505,505,Male,54.88,83.99,89.56,58.55,24.6,96.32,20,No,5,6.6,C
506,506,Female,55.08,61.71,51.31,87.2,30.6,65.89,18,No,4,4.7,F
507,507,Male,85.24,51.18,72.16,78.74,74.7,54.53,24.4,No,2,6.2,D
508,508,Female,60.25,59.92,79.37,70.23,62.6,90.11,22.7,Yes,9,7.7,C
509,509,Female,94.74,73.82,97.85,74.61,18.4,90.22,19.3,Yes,5,6.3,C
510,510,Female,96.43,83.59,78.7,77.48,59.8,80.94,21.4,No,1,5.1,C
511,511,Male,98.79,68.91,57.94,61.97,70.8,78.98,9.2,No,5,8,C
512,512,Female,96.95,71.54,75.88,68.91,38.9,95.75,5.5,No,7,6,B
513,513,Male,63.59,48.34,69.79,64.62,24.6,58.82,28.3,No,3,6.1,F
514,514,Female,75.49,94.88,73.97,69.42,67.9,80.83,28.4,Yes,7,5.8,B
515,515,Male,58.77,95.72,59.85,75.03,61.1,52.49,24.7,No,6,5.4,D
516,516,Female,90.31,81.01,75.04,58.67,7.8,57.04,14.3,No,7,7,D
517,517,Male,94.42,41.06,57.5,69.68,66.7,71.86,8.8,Yes,9,4.9,D
518,518,Male,92.56,72.22,87.2,69.27,48.9,91.06,13.9,Yes,2,7.8,C
519,519,Male,71.67,77.75,79.7,64.3,75.3,86.66,23.2,Yes,2,6.4,C
520,520,Female,87.93,99.68,53.93,99.92,19.1,98.7,13.4,Yes,1,8.4,C
521,521,Female,54.88,99.76,94.48,53.68,25.8,52.24,24.9,Yes,2,8.7,D
522,522,Male,52.01,91.46,80.82,82.15,54.3,69.07,21.8,No,3,5.9,C
523,523,Female,87.66,43.83,65.81,58.72,48.2,57.94,20.7,No,7,4.8,D
524,524,Female,71.27,97.2,52.28,91.98,38.6,51.85,28.3,No,3,6.5,D
525,525,Female,99.78,76.76,81.61,95.71,74.6,63.22,27.3,No,8,5.4,C
526,526,Female,54.86,88.05,68.67,70.07,56.5,62.22,22.8,Yes,3,6.1,C
527,527,Female,92.78,64.43,95.38,91.17,71,71,10,Yes,2,5.9,B
528,528,Female,74,59.18,51.74,62.5,15.3,57,28.5,Yes,10,6.3,F
529,529,Female,91.36,67.79,51.96,57,72.9,74.43,10.7,Yes,10,6.5,C
530,530,Male,90.86,48.81,97.46,65.79,46.2,96,14.3,Yes,4,7.1,B
531,531,Male,95.8,61.42,98.24,67.08,3.4,87.41,25.7,No,4,4,C
532,532,Female,64.89,91.46,51.39,69.87,23.4,92.11,10.2,No,5,5.3,C
533,533,Male,97.49,42.28,85.8,68.65,2.6,90.24,21,No,5,4.9,D
534,534,Male,57.58,49.05,61.07,70.56,45.7,69.48,16.4,Yes,3,7.6,C
535,535,Male,54.1,47.51,85.07,85.5,32.6,85.45,20.6,No,1,8.2,D
536,536,Female,71.58,64.18,93.44,62.28,98.7,87.71,29,No,8,7.6,C
537,537,Female,91.42,99.82,55.04,50.93,86.9,60.28,25.2,No,10,8.9,D
538,538,Female,73.67,50.4,61.94,74.48,82.6,93.01,12.4,Yes,2,4.4,C
539,539,Female,91.46,48.73,51.2,72.41,50.1,72.89,6.4,Yes,5,6.3,D
540,540,Female,86.48,94.9,52.19,53,80.7,50.82,29.2,Yes,2,8.5,C
541,541,Male,60.47,92.92,51.48,56.69,26.7,82.17,19.6,No,6,5.6,C
542,542,Female,97.44,41.93,90.03,75.5,56.1,83.84,9.3,No,7,8,B
543,543,Male,53.04,85.1,64.91,61.74,39.3,77.59,20.7,Yes,7,6.8,C
544,544,Female,94.91,79.33,74.66,93.88,17.1,60.62,6.1,No,1,8.9,D
545,545,Male,65.22,86.06,89.39,58.66,7.3,74.11,9.7,No,9,5.9,D
546,546,Female,75.01,69.67,74.75,51.01,55.8,70.01,20.8,No,1,6.1,C
547,547,Female,71.12,99.48,71.46,72.38,9.8,98.73,15.1,No,8,4.8,C
548,548,Female,58.59,42.63,50.58,99.31,71.8,91.23,13.1,Yes,1,4.8,C
549,549,Female,67.91,54.06,78.4,81.69,92.1,88.09,21.4,No,3,8.3,C
550,550,Female,59.65,63.79,56.24,67.7,16.2,59.05,26.7,Yes,10,6,F
551,551,Female,60.19,66.99,88.23,50.84,47.1,66.55,22,Yes,4,7.1,C
552,552,Male,59.35,95.28,62.89,74.25,73.9,68.99,16.6,No,9,7.8,C
553,553,Female,74.45,73.6,83.71,60.32,28.7,74.63,21.5,Yes,8,6.2,D
554,554,Male,89.9,42.71,82.31,82.39,92.1,51.51,22.4,Yes,5,8.8,D
555,555,Female,78.45,64.47,80.83,79.15,88.8,79.65,24.4,No,4,8.7,C
556,556,Male,94.66,64.99,63.35,63.26,10.4,67.89,12.7,Yes,10,7.4,F
557,557,Male,81.83,97.93,63.35,53.44,2.7,78.08,7.9,No,9,9,C
558,558,Male,84.47,75.95,93.15,87.75,97.6,50.45,22,No,1,4,C
559,559,Male,83.38,78.14,50.64,79.27,95.6,66.07,8,No,6,4,D
560,560,Male,72.47,82.8,59.08,92.11,42.2,88.43,16.6,No,8,4.3,C
561,561,Male,84.47,86.2,80.51,62.99,5.1,75.05,10.8,No,7,8.7,C
562,562,Female,53.49,78.1,90.85,82.64,61.9,89.44,13.3,Yes,8,7,C
563,563,Male,92.99,54.23,67.92,55.93,29.3,84.95,16.8,Yes,3,8.6,D
564,564,Female,88.89,92.44,82.67,64.59,93.7,92.75,27.4,Yes,5,4.6,B
565,565,Female,62.26,83.93,77.86,82.83,79.5,50.37,22,Yes,1,4.2,D
566,566,Male,88.4,84.51,53.23,91.28,65,63.07,9.3,No,8,6.7,C
567,567,Male,50.63,99.79,81.09,66.05,28.5,77.44,27,Yes,2,4.9,C
568,568,Female,60.86,88.15,90.7,89.94,70.1,97.05,17.5,Yes,10,8.3,B
569,569,Male,53.26,89.75,99.62,83.89,28.9,83.99,10.1,No,3,6.1,B
570,570,Male,89.01,97.08,51.48,67.43,3.8,72.83,18.2,No,10,7.9,D
571,571,Male,87.79,49.07,83,93.82,50.8,56.51,9.8,Yes,2,6.6,D
572,572,Male,90.68,69.86,70.73,75.46,48.9,74.66,14.2,No,1,6.6,C
573,573,Male,50.22,74.83,50.49,82.41,76.3,72.05,25.1,No,2,7.4,D
574,574,Male,75.06,59.76,80.72,74.78,86.6,88.92,21.5,Yes,10,5.7,C
575,575,Male,85.24,90.36,56.12,72.64,35.4,70.67,16.9,Yes,2,8.7,C
576,576,Female,57.77,85.75,68.93,92.4,44.9,65.94,10.7,Yes,6,6,C
577,577,Male,82.49,83.25,63.07,64.74,47,54.49,12.1,No,4,6,D
578,578,Female,54.21,99.83,68.06,51.83,32.4,52.33,29.5,Yes,10,7.5,C
579,579,Female,59.07,55.56,74.63,93.99,74.3,71.96,13.6,Yes,4,7.2,D
580,580,Female,73.79,84.13,67.96,91.25,52.2,67.34,20.4,Yes,1,9,C
581,581,Female,82.68,73.08,77.64,68.33,91.4,77.77,17.5,Yes,10,8.3,C
582,582,Male,57.29,58.78,61.93,59.27,65,85.6,5.6,Yes,2,5.4,D
583,583,Female,59.26,49.64,81.77,83.78,21.2,52,28.6,Yes,3,4.5,D
584,584,Female,60.22,93.75,92.69,53.94,16.5,74.81,7.2,Yes,9,4.5,C
585,585,Female,61.94,75.73,61.2,71.19,37.2,93.1,21.5,Yes,5,5.8,C
586,586,Female,61.33,89.5,75.39,54.29,34.7,72.76,25.3,No,4,6.4,C
587,587,Female,69.76,72.72,82.43,79.9,40.7,76.06,23.7,No,10,7.2,C
588,588,Male,82.69,53.2,78.23,51.36,18.4,74.34,25.2,No,3,8.3,D
589,589,Male,71.9,60.25,68.28,81.46,97.8,69.49,23.5,No,10,8.9,D
590,590,Female,88.8,62.89,82.11,83.66,14.6,55.51,16.1,No,1,6,D
591,591,Male,85.96,98.38,51.41,74.36,65.3,56.32,27.4,Yes,1,6.7,D
592,592,Male,56.33,40.34,68.5,58.75,1.3,58.95,27.8,Yes,10,7,F
593,593,Female,52.44,99.14,76.63,55.07,40.7,89.63,15.9,Yes,8,6.8,C
594,594,Female,93.9,98.83,51.03,65.66,30.9,63.77,17.1,No,10,4.5,D
595,595,Female,53.99,99.77,75.38,73.26,38.2,97.41,17.1,No,9,4.6,B
596,596,Male,57.42,68.6,82.71,82.11,49.8,90.51,12,Yes,3,8.4,C
597,597,Female,51.11,97.83,87.96,50.06,60,84.23,7.9,No,9,7.4,C
598,598,Male,81.42,63.74,55.67,85.55,58.4,86.02,11.5,Yes,8,7.4,D
599,599,Male,79.12,41.58,99.53,85.64,63.1,52.38,26.1,Yes,1,8.1,D
600,600,Male,99.35,53.46,80.31,72.23,84.5,78.42,18.6,No,6,4.4,C
601,601,Female,94.35,96.72,68.16,67.17,88.7,97.05,26.3,Yes,9,6.1,B
602,602,Male,70.54,40.83,62.45,92.12,73.7,51.96,23.6,No,4,5.2,D
603,603,Female,68.58,72.76,78.64,89.23,7.9,64.55,13.7,Yes,9,7.3,D
604,604,Female,64.84,44.54,94.09,99.16,96.1,52.58,9.6,Yes,2,5.1,C
605,605,Female,57.62,57.18,76.03,68.6,94.7,78.49,19.2,No,10,7.5,D
606,606,Female,56.9,45.29,83.07,95.34,71.2,55.81,28.4,No,9,5.9,D
607,607,Female,56.61,91.57,67.88,54.37,51.7,73.96,26,No,1,6.2,D
608,608,Male,55.71,75.46,69.41,70.57,25.1,86,24.1,No,4,8.1,C
609,609,Male,62.03,94.13,64.31,73.27,75.6,58.22,24.1,Yes,5,5.7,C
